-2.4228583090867035e+00,1.2960164680302955e+00,9.1029973976516265e-01,1.0467613900989139e+00,9.9226731946841862e-01,3.8074180345139341e+00,-1.4421636563166695e-01,1.6452281507700273e+00,-2.9419729117849613e-01,-1.4892688873015889e+00,-8.3262847848789664e-02,-2.2856590434464352e+00
7.8603877370428310e-01,-1.9925945918457006e+00,-6.1482495920709657e-01,-6.4774679205455188e-01,-5.3912484197530375e-01,-2.2395493831337139e+00,-1.1742641698065268e+00,-7.0682361041754083e-01,-1.4198788837308468e-01,8.0131554454414788e-01,5.5042074804759733e-01,2.1970291364430379e+00
2.1921978099269657e+00,1.0004578456088793e+00,-3.7240230772591448e-01,-5.9746038171695548e-01,-7.2339574107123383e-01,-2.3701047555023580e+00,1.7169960023539745e+00,-1.2711319604498410e+00,5.1206837308301012e-01,1.0969519049890462e+00,-5.7546819444302810e-01,6.8076185166178166e-02
-3.7921650371902338e-01,8.9445808313182482e-02,1.2012662966766881e-01,1.3607696791857993e-01,1.3051682712319895e-01,5.0076067945269087e-01,-1.1799253352664849e-01,2.4344386877364527e-01,-6.9140237745332608e-02,-1.9642727118618097e-01,2.9991238529291871e-02,-2.5189172375250707e-01
-3.2480104804704896e-01,-1.0065680780132368e-01,6.4278005766360002e-02,1.0233427725583964e-01,1.2115680541639044e-01,3.9999336823013065e-01,-2.1148129300722429e-01,1.9484915245958123e-01,-6.3840197052949646e-02,-1.8329111379570334e-01,6.5147796987728046e-02,-5.4830718786707380e-02
5.4731194234823077e-01,-9.5943913797507852e-01,-3.3818624038611844e-01,-3.9042504656886190e-01,-3.5467384377116390e-01,-1.3816494255795031e+00,-5.1614567324551952e-01,-4.5168262576277285e-01,-5.9359047326113197e-02,5.2911235945713131e-01,2.6295379642638700e-01,1.1371669547062091e+00
1.8674008469336707e-02,1.2557042248209804e-02,-2.2718071366035386e-03,-4.9213288190995399e-03,-6.6326085835889262e-03,-2.0169716319271426e-02,1.6934118206560891e-02,-1.0562200041223598e-02,4.3004842804884669e-03,1.0070205300400847e-02,-5.6526018323883650e-03,-3.0613427025476341e-03
2.6594152641178684e-04,6.0831191679599800e-04,9.9670105142245075e-05,-3.4359299105706523e-04,-6.2150118700050644e-04,-1.4750173194302970e-03,9.9552868598671773e-05,-2.0301320768596265e-04,-2.6002477985448381e-04,9.3970513562321707e-04,1.1547306514480854e-04,-3.8726107995845893e-04
-1.6886092533901134e-01,1.5247981824169423e+00,3.8146231444860956e-01,1.4367383724302230e-01,-7.9742361500274264e-02,3.1729122614596750e-01,8.2466573728185955e-01,2.1256550129588239e-01,-3.0916824703404889e-02,1.2789789386325121e-01,-2.8290224551884924e-01,-1.4545491760535911e+00
3.2799493055801454e+00,-1.1328123195325370e+00,-1.1146058011408395e+00,-1.2266829260121350e+00,-1.1443848687581861e+00,-4.4757003915779396e+00,7.6905136965971177e-01,-2.1392546909820398e+00,5.6608593309199773e-01,1.7203336428431528e+00,-1.5952943109039677e-01,2.5079823042607425e+00
1.8348292613096269e-04,5.3657771082372030e-04,7.9485968319044619e-05,-1.0055790629890968e-04,-2.2496451148565241e-04,-4.7772174200406655e-04,3.1084078708895553e-04,-9.6716622694453157e-05,-3.9090166636449980e-05,3.4434865479619742e-04,-6.5675979911269312e-05,-3.9223116170772815e-04
-7.0830864501572921e-01,-1.3629244849655671e+00,-1.1458579867411807e-01,1.7689491865133641e-01,3.9955299696431690e-01,8.7236573598249345e-01,-1.1131405299012669e+00,3.4976401714449229e-01,-1.2002786117141416e-01,-6.0944060737578520e-01,3.5332557924043445e-01,9.1129847708584577e-01
